NO,ID POOLING ORDER,BUSSINES SEGMENT,ORGANIZATION,BOOKING DATE,NO JOB ORDER,NO FO,CUSTOMER NAME,SAT (SERVICE AGREEMENT TYPE),CONSIGNE,SALES PRODUCT,ESTIMATE REQ DLV DATE,PRODUCT,ATTACHMENT,CONTAINER TYPE,QUANTITY,FREIGHT TYPE,TRANSPORT TYPE,PICK UP LOCATION,ADDRESS LOADING POINT,ORIGIN,DROP OF LOCATION,ADDRESS UNLOADING POINT,DESTINATION,COMMERCIAL ROUTE,SQ NUMBER,DATE CONFIRM,CONFIRMED QTY,TOTAL MISSED,REASON MISSED,STATUS POOLING,PIC NAME,UPLOAD DOCUMENT,,
269,SM-D000278,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001113 - JKTG72341500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,3,,,CONFIRM,M. SANDI PRAWIRA,,,
270,SM-D000279,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001114 - 2337404980,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
271,SM-D000280,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001115 - JKTG71925500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,1,,,CONFIRM,M. SANDI PRAWIRA,,,
272,SM-D000281,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001120 - 2337405720,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,2,,,CONFIRM,M. SANDI PRAWIRA,,,
273,SM-D000282,ILS,Tanah Merdeka Petra - Sinarmas,26/08/2026 21:57,F1O0001122 - JKTG73920900,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,26/08/2026 21:57,1,,,CONFIRM,M. SANDI PRAWIRA,,,
274,SM-D000283,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 0:30, F1O0000744 - GOSUJKT8130166,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 8:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,27/08/2026 0:33,18,,,CONFIRM,ABIMANYU PUTRA,,,
275,SM-D000284,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 9:47,F1O0001073 - 17211206,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 10:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,27/08/2026 9:47,6,,,CONFIRM,M. SANDI PRAWIRA,,,
276,SM-D000285,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 10:31,F1O0001127 - 2337177230,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 11:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,27/08/2026 10:31,5,,,CONFIRM,M. SANDI PRAWIRA,,,
277,SM-D000286,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 13:56,F1O0000715 - 274592088,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,15,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,NPCT 1,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,27/08/2026 13:56,15,,,CONFIRM,M. SANDI PRAWIRA,,,
278,SM-D000287,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 13:56,F1O0000908 - JKTG69814900,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,UTC,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,27/08/2026 13:56,3,,,CONFIRM,M. SANDI PRAWIRA,,,
279,SM-D000288,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 14:48,F1O0000797 - EBKG18225812,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,KOJA,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,27/08/2026 14:48,9,,,CONFIRM,M. SANDI PRAWIRA,,,
280,SM-D000289,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 15:03,F1O0000982 - JKTG69324500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,KOJA,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,27/08/2026 15:03,18,,,CONFIRM,M. SANDI PRAWIRA,,,
281,SM-D000290,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 16:13,F1O0001005 - 2337027290,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,27/08/2026 16:13,6,,,CONFIRM,M. SANDI PRAWIRA,,,
282,SM-D000291,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 16:13,F1O0001086 - 2337540270,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,27/08/2026 18:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,27/08/2026 16:13,3,,,CONFIRM,M. SANDI PRAWIRA,,,
283,SM-D000292,ILS,Tanah Merdeka Petra - Sinarmas,27/08/2026 23:13,F1O0000987 - 274474020,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 1:00,CNTD40FT,,40FT,12,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PLB Karawang,,,PLB Karawang,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,27/08/2026 23:16,12,,,CONFIRM,ABIMANYU PUTRA,,,
284,SM-D000293,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 13:40,F1O0001032,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 13:40,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 13:40,8,,,CONFIRM,M. SANDI PRAWIRA,,,
285,SM-D000294,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 14:31,F1O0000587 - JKTG54657802,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 13:40,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 14:31,1,,,CONFIRM,M. SANDI PRAWIRA,,,
286,SM-D000295,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 14:31,F1O0000588 - JKTG54657804,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 13:40,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 14:31,1,,,CONFIRM,M. SANDI PRAWIRA,,,
287,SM-D000296,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 16:09,F1O0001118 - 12938472,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 16:09,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 16:09,6,,,CONFIRM,M. SANDI PRAWIRA,,,
288,SM-D000297,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 16:09,F1O0000928 - JKTG72852500,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 16:09,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 16:09,1,,,CONFIRM,M. SANDI PRAWIRA,,,
289,SM-D000298,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 16:09,F1O0001054 - JKTG71917600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 16:09,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 16:09,4,,,CONFIRM,M. SANDI PRAWIRA,,,
290,SM-D000299,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 16:09,F1O0001145 - EBKG18309348,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 16:09,CNTD40FT,,40FT,15,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 16:09,15,,,CONFIRM,M. SANDI PRAWIRA,,,
291,SM-D000300,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 17:08,F1O0000879 - EBKG18386359,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 17:08,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,1,,,CONFIRM,M. SANDI PRAWIRA,,,
292,SM-D000301,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 17:08,F1O0000920 - JKTG67496600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 17:08,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
293,SM-D000302,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 17:08,F1O0001111 - 2337405480,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 17:08,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
294,SM-D000303,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000578 - EBKG17722778,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,1,,,CONFIRM,M. SANDI PRAWIRA,,,
295,SM-D000304,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000586 - EBKG17746057,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,1,,,CONFIRM,M. SANDI PRAWIRA,,,
296,SM-D000305,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000592 - EBKG18267344,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
297,SM-D000306,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000906 - EBKG18074947,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
298,SM-D000307,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000922 - JKTG67502800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
299,SM-D000308,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000925 - EBKG18125529,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
300,SM-D000309,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0001058 - 90390238,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,1,,,CONFIRM,M. SANDI PRAWIRA,,,
301,SM-D000310,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0001059 - 47341659,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,28/08/2026 17:08,1,,,CONFIRM,M. SANDI PRAWIRA,,,
302,SM-D000311,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000536 - JKTG63090600,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 17:08,6,,,CONFIRM,M. SANDI PRAWIRA,,,
303,SM-D000312,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0001092 - JKTG72643300,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 17:08,5,,,CONFIRM,M. SANDI PRAWIRA,,,
304,SM-D000313,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000905 - EBKG18196982,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 17:08,2,,,CONFIRM,M. SANDI PRAWIRA,,,
305,SM-D000314,ILS,Tanah Merdeka Petra - Sinarmas,28/08/2026 18:06,F1O0000642 - EBKG18208295,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,28/08/2026 18:06,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,28/08/2026 17:08,9,,,CONFIRM,M. SANDI PRAWIRA,,,
306,SM-D000315,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 8:30,F1O0000985 - 31226039,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 8:30,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG (PLB) - PORT TJ PRIOK (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 8:30,1,,,CONFIRM,M. SANDI PRAWIRA,,,
307,SM-D000316,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001140 - EBKG18408505,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,1,,,CONFIRM,M. SANDI PRAWIRA,,,
308,SM-D000317,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001137 - EBKG18410723,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,1,,,CONFIRM,M. SANDI PRAWIRA,,,
309,SM-D000318,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001123 - JKTG71388800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,1,,,CONFIRM,M. SANDI PRAWIRA,,,
310,SM-D000319,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001007 - 2337027450,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,5,,,CONFIRM,M. SANDI PRAWIRA,,,
311,SM-D000320,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001117 - 49423292,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,10,,,CONFIRM,M. SANDI PRAWIRA,,,
312,SM-D000321,ILS,Tanah Merdeka Petra - Sinarmas,29/08/2026 13:55,F1O0001074 - 19294966,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,29/08/2026 13:55,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,DEPO ARROUND PRIOK - PLB KARAWANG (FULL) - 0 - 0,PTR.SQ.1001288,29/08/2026 13:55,10,,,CONFIRM,M. SANDI PRAWIRA,,,
